user_id,quiz_id,overall_accuracy,mcq_accuracy,subjective_score,consistency,attempted_ratio,avg_time_spent,avg_difficulty
u6084,q6084,0.63,0.75,0.71,0.64,0.83,76.0,3
u8922,q8922,0.92,0.88,0.86,0.83,1.0,56.0,2
u8540,q8540,0.93,0.92,0.93,0.81,0.97,41.0,3
u4769,q4769,0.77,0.8,0.58,0.65,0.79,61.0,3
u5205,q5205,0.57,0.66,0.51,0.68,0.83,78.0,3
u8349,q8349,0.86,0.96,0.79,0.79,0.97,33.0,3
u5163,q5163,0.76,0.7,0.75,0.57,0.87,49.0,1
u2676,q2676,0.18,0.2,0.3,0.54,0.44,24.0,1
u4470,q4470,0.59,0.71,0.5,0.71,0.87,54.0,2
u7152,q7152,0.55,0.69,0.34,0.72,0.82,57.0,2
u8784,q8784,0.89,0.88,0.88,0.86,0.96,32.0,2
u7950,q7950,0.83,0.81,0.77,0.79,0.91,44.0,2
u5076,q5076,0.64,0.68,0.76,0.77,0.85,92.0,2
u8827,q8827,0.89,0.97,0.69,0.83,0.99,35.0,3
u5850,q5850,0.95,1.0,0.69,0.78,0.91,96.0,3
u5032,q5032,0.65,0.7,0.53,0.75,0.78,71.0,2
u2873,q2873,0.31,0.19,0.35,0.13,0.68,37.0,2
u622,q622,0.46,0.45,0.35,0.43,0.5,18.0,1
u7719,q7719,0.71,0.67,0.67,0.33,0.85,68.0,2
u1503,q1503,0.21,0.32,0.06,0.51,0.76,134.0,2
u7641,q7641,0.75,0.65,0.76,0.67,0.91,93.0,2
u5095,q5095,0.49,0.64,0.29,0.73,0.92,59.0,2
u3271,q3271,0.53,0.69,0.5,0.64,0.99,40.0,1
u164,q164,0.19,0.32,0.2,0.17,0.81,134.0,1
u1181,q1181,0.42,0.42,0.34,0.45,0.32,117.0,1
u377,q377,0.36,0.49,0.26,0.45,0.19,19.0,1
u4436,q4436,0.53,0.64,0.41,0.6,0.88,59.0,2
u2526,q2526,0.33,0.45,0.21,0.24,0.67,180.0,1
u7779,q7779,0.63,0.61,0.68,0.73,0.84,75.0,3
u496,q496,0.52,0.45,0.59,0.46,0.36,146.0,2
u3856,q3856,0.55,0.58,0.44,0.55,0.91,72.0,2
u7325,q7325,0.67,0.7,0.61,0.73,0.68,64.0,1
u2643,q2643,0.18,0.32,0.0,0.57,0.9,28.0,1
u1426,q1426,0.23,0.2,0.13,0.48,0.7,33.0,1
u4855,q4855,0.6,0.62,0.61,0.59,0.81,58.0,2
u8196,q8196,0.86,0.91,0.84,0.9,0.97,32.0,3
u5605,q5605,0.63,0.68,0.4,0.71,1.0,27.0,2
u4618,q4618,0.37,0.49,0.3,0.45,0.97,67.0,2
u2175,q2175,0.38,0.32,0.38,0.33,0.73,19.0,2
u9929,q9929,0.94,0.93,0.83,0.8,0.98,41.0,3
u5466,q5466,0.62,0.5,0.64,0.62,0.99,57.0,1
u8443,q8443,0.73,0.88,0.82,0.89,0.99,20.0,3
u7145,q7145,0.76,0.83,0.83,0.72,0.68,70.0,2
u7497,q7497,0.56,0.62,0.41,0.52,0.87,52.0,3
u7479,q7479,0.66,0.67,0.62,0.59,1.0,71.0,3
u2169,q2169,0.28,0.38,0.19,0.29,0.58,131.0,1
u6922,q6922,0.58,0.57,0.58,0.73,0.87,28.0,3
u7454,q7454,0.58,0.7,0.46,0.51,0.76,53.0,1
u9878,q9878,0.91,0.92,1.0,0.84,0.99,29.0,2
u1967,q1967,0.31,0.38,0.16,0.55,0.73,23.0,1
u3951,q3951,0.87,0.78,0.9,0.7,0.8,53.0,2
u2519,q2519,0.31,0.38,0.11,0.3,0.77,22.0,1
u2297,q2297,0.28,0.44,0.31,0.7,0.44,26.0,1
u4558,q4558,0.66,0.93,0.35,0.82,0.73,69.0,2
u443,q443,0.27,0.19,0.32,0.19,0.41,139.0,1
u3838,q3838,0.57,0.69,0.44,0.75,0.88,45.0,2
u5300,q5300,0.66,0.88,0.42,0.7,0.81,51.0,2
u790,q790,0.4,0.23,0.5,0.5,0.48,145.0,1
u4571,q4571,0.53,0.53,0.62,0.69,0.89,76.0,1
u775,q775,0.32,0.46,0.03,0.24,0.54,29.0,2
u2321,q2321,0.41,0.44,0.33,0.1,0.68,24.0,1
u2252,q2252,0.42,0.55,0.22,0.24,0.58,151.0,2
u8263,q8263,0.72,0.84,0.81,0.85,0.98,60.0,2
u7354,q7354,0.74,0.83,0.71,0.76,0.74,26.0,3
u7086,q7086,0.63,0.55,0.64,0.71,0.74,56.0,2
u2367,q2367,0.48,0.35,0.5,0.49,0.51,23.0,2
u9590,q9590,0.87,0.93,0.84,0.83,1.0,36.0,3
u7014,q7014,0.63,0.55,0.61,0.7,0.92,62.0,1
u5908,q5908,0.8,0.58,0.95,0.52,0.95,37.0,2
u3184,q3184,0.63,0.67,0.68,0.72,0.84,58.0,3
u2433,q2433,0.36,0.4,0.32,0.3,0.16,137.0,2
u9301,q9301,0.79,0.95,0.75,0.9,0.98,40.0,3
u7407,q7407,0.63,0.78,0.48,0.72,0.79,69.0,2
u1117,q1117,0.51,0.64,0.26,0.66,0.69,17.0,2
u6030,q6030,0.51,0.57,0.42,0.61,0.7,22.0,2
u5407,q5407,0.79,0.75,0.71,0.68,0.85,60.0,2
u325,q325,0.34,0.3,0.47,0.33,0.31,139.0,1
u4380,q4380,0.74,1.0,0.42,0.5,0.92,45.0,2
u3915,q3915,0.54,0.62,0.54,0.52,0.77,59.0,1
u3896,q3896,0.49,0.68,0.4,0.72,0.99,51.0,2
u4098,q4098,0.6,0.69,0.52,0.78,0.87,68.0,2
u9549,q9549,0.85,0.88,0.81,0.85,0.99,50.0,2
u839,q839,0.4,0.5,0.15,0.31,0.4,137.0,2
u3509,q3509,0.69,0.69,0.75,0.65,0.68,45.0,1
u7258,q7258,0.61,0.62,0.57,0.74,0.86,52.0,2
u4791,q4791,0.67,0.62,0.61,0.62,0.81,84.0,3
u1235,q1235,0.2,0.32,0.07,0.31,0.3,24.0,2
u5106,q5106,0.74,0.73,0.59,0.62,0.77,73.0,3
u6229,q6229,0.72,0.77,0.46,0.72,0.84,58.0,2
u9610,q9610,0.89,0.83,0.92,0.93,1.0,31.0,2
u1964,q1964,0.4,0.46,0.35,0.51,0.66,126.0,2
u8699,q8699,0.77,0.82,0.7,0.94,0.99,30.0,3
u6524,q6524,0.78,0.88,0.4,0.55,0.94,70.0,2
u3387,q3387,0.81,0.77,0.92,0.62,0.84,49.0,2
u7849,q7849,0.55,0.54,0.59,0.39,0.88,67.0,2
u1576,q1576,0.37,0.4,0.27,0.19,0.69,106.0,1
u1910,q1910,0.31,0.41,0.18,0.52,0.46,105.0,1
u5452,q5452,0.63,0.69,0.36,0.7,0.7,50.0,2
u2349,q2349,0.34,0.47,0.0,0.49,0.88,30.0,1
u6702,q6702,0.7,0.8,0.72,0.64,0.78,70.0,2
u9153,q9153,0.9,0.94,0.8,0.83,0.97,52.0,3
u5545,q5545,0.59,0.58,0.69,0.45,0.8,86.0,1
u58,q58,0.35,0.37,0.33,0.55,0.58,126.0,1
u2245,q2245,0.55,0.56,0.45,0.29,0.86,118.0,1
u3078,q3078,0.81,0.82,0.73,0.71,0.92,50.0,2
u4516,q4516,0.81,0.86,0.6,0.61,0.81,49.0,2
u810,q810,0.35,0.31,0.42,0.2,0.56,156.0,1
u6612,q6612,0.89,0.88,0.71,0.43,0.62,47.0,3
u5159,q5159,0.67,0.53,0.81,0.85,1.0,51.0,2
u7158,q7158,0.74,0.88,0.54,0.74,0.73,51.0,3
u2636,q2636,0.52,0.51,0.41,0.22,0.64,118.0,2
u2861,q2861,0.41,0.35,0.49,0.44,0.68,29.0,1
u7815,q7815,0.74,0.56,1.0,0.65,0.74,81.0,1
u565,q565,0.51,0.52,0.44,0.4,0.69,35.0,2
u5858,q5858,0.66,0.69,0.66,0.63,0.93,64.0,2
u8510,q8510,0.87,0.96,0.76,0.89,0.97,43.0,3
u9279,q9279,0.87,0.9,0.9,0.85,0.98,69.0,3
u9122,q9122,0.99,0.93,0.94,0.83,0.99,27.0,3
u7873,q7873,0.67,0.69,0.58,0.59,0.83,65.0,2
u8396,q8396,0.79,0.78,0.89,0.89,0.97,43.0,3
u1188,q1188,0.36,0.38,0.19,0.72,0.38,100.0,1
u8660,q8660,0.85,0.84,0.88,0.84,1.0,49.0,2
u1409,q1409,0.35,0.37,0.38,0.12,0.83,21.0,2
u384,q384,0.32,0.35,0.45,0.38,0.4,16.0,1
u4198,q4198,0.72,0.82,0.7,0.61,0.77,63.0,2
u4481,q4481,0.53,0.56,0.62,0.59,0.82,39.0,2
u3030,q3030,0.78,0.59,0.85,0.56,0.95,48.0,2
u5652,q5652,0.52,0.72,0.45,0.64,0.96,54.0,2
u4847,q4847,0.6,0.53,0.87,0.91,1.0,69.0,3
u6050,q6050,0.76,0.74,0.7,0.8,0.88,79.0,2
u7623,q7623,0.54,0.58,0.71,0.7,0.83,33.0,1
u5485,q5485,0.68,0.74,0.72,0.45,0.82,61.0,2
u9156,q9156,0.9,0.9,0.77,0.82,1.0,47.0,2
u5728,q5728,0.55,0.73,0.28,0.59,0.9,51.0,1
u9510,q9510,0.8,0.92,0.81,0.8,0.99,43.0,3
u8746,q8746,0.93,0.91,0.8,0.91,0.96,21.0,2
u1816,q1816,0.28,0.31,0.26,0.42,0.53,20.0,1
u9812,q9812,0.76,0.91,0.7,0.79,0.99,28.0,3
u3513,q3513,0.7,0.67,0.67,0.57,0.76,71.0,3
u3847,q3847,0.66,0.7,0.69,0.78,0.9,32.0,2
u7610,q7610,0.59,0.61,0.6,0.59,0.71,37.0,2
u1756,q1756,0.39,0.54,0.34,0.42,0.6,19.0,2
u4083,q4083,0.54,0.62,0.35,0.56,0.86,46.0,2
u7285,q7285,0.73,0.75,0.74,0.82,0.84,70.0,2
u362,q362,0.39,0.55,0.05,0.57,0.88,113.0,1
u5170,q5170,0.59,0.77,0.43,0.7,0.76,65.0,2
u7164,q7164,0.53,0.6,0.51,0.45,0.97,53.0,2
u6015,q6015,0.81,0.77,0.86,0.77,0.88,44.0,1
u4499,q4499,0.6,0.76,0.36,0.67,0.96,87.0,3
u52,q52,0.32,0.36,0.19,0.55,0.37,127.0,1
u8380,q8380,0.97,0.95,0.95,0.81,1.0,41.0,3
u4143,q4143,0.65,0.56,0.63,0.56,0.73,74.0,1
u375,q375,0.3,0.62,0.05,0.37,0.44,134.0,1
u7967,q7967,0.75,0.76,0.54,0.89,0.87,57.0,2
u1859,q1859,0.45,0.43,0.32,0.0,0.8,129.0,1
u1952,q1952,0.4,0.53,0.49,0.55,0.81,82.0,2
u7357,q7357,0.61,0.77,0.3,0.65,0.89,42.0,1
u5235,q5235,0.83,0.77,0.86,0.46,0.86,77.0,2
u7390,q7390,0.6,0.69,0.77,0.55,0.97,45.0,3
u8825,q8825,0.85,0.87,0.86,0.86,0.99,27.0,2
u2872,q2872,0.29,0.45,0.33,0.41,0.56,23.0,1
u7879,q7879,0.72,0.89,0.42,0.62,0.88,45.0,2
u6909,q6909,0.87,0.76,0.67,0.65,0.92,55.0,2
u9199,q9199,0.96,0.93,0.83,0.81,0.98,43.0,2
u4048,q4048,0.62,0.7,0.39,0.71,0.89,87.0,2
u1082,q1082,0.34,0.37,0.2,0.59,0.34,92.0,2
u921,q921,0.51,0.51,0.58,0.44,0.39,21.0,1
u4410,q4410,0.53,0.73,0.47,0.64,0.88,72.0,2
u7290,q7290,0.62,0.73,0.46,0.71,0.84,89.0,1
u1618,q1618,0.16,0.32,0.0,0.62,0.55,159.0,1
u3018,q3018,0.7,0.61,0.84,0.52,0.87,56.0,2
u7339,q7339,0.74,0.77,0.85,0.63,0.95,62.0,2
u9366,q9366,0.9,0.88,0.89,0.8,0.97,37.0,3
u577,q577,0.32,0.42,0.18,0.31,0.28,147.0,2
u5746,q5746,0.71,0.9,0.53,0.7,0.79,63.0,2
u4364,q4364,0.63,0.64,0.56,0.54,0.95,48.0,3
u646,q646,0.24,0.37,0.13,0.67,0.54,89.0,1
u5679,q5679,0.78,0.83,0.51,0.69,0.83,45.0,2
u9222,q9222,0.82,0.81,0.69,0.91,0.98,46.0,3
u1931,q1931,0.23,0.28,0.46,0.49,0.52,121.0,1
u4941,q4941,0.5,0.63,0.53,0.67,0.88,41.0,2
u8856,q8856,0.94,0.97,0.88,0.89,1.0,57.0,3
u2804,q2804,0.43,0.3,0.57,0.5,0.51,154.0,1
u7170,q7170,0.66,0.58,0.6,0.53,0.79,38.0,1
u5905,q5905,0.72,0.75,0.84,0.74,0.78,52.0,2
u4781,q4781,0.79,0.8,0.78,0.76,1.0,51.0,1
u140,q140,0.28,0.28,0.26,0.54,0.76,133.0,1
u370,q370,0.39,0.32,0.32,0.34,0.67,21.0,1
u9319,q9319,0.84,0.97,0.89,0.82,1.0,37.0,2
u9659,q9659,0.99,0.87,0.98,0.84,0.96,39.0,2
u758,q758,0.55,0.42,0.61,0.47,0.5,92.0,1
u792,q792,0.33,0.42,0.24,0.33,0.67,143.0,2
u5949,q5949,0.8,0.73,0.61,0.69,0.77,62.0,2
u9260,q9260,0.97,0.94,0.89,0.89,0.96,30.0,3
u9196,q9196,0.81,0.94,0.72,0.75,0.97,39.0,3
u404,q404,0.37,0.4,0.29,0.48,0.56,149.0,2
u8745,q8745,0.74,0.99,0.69,0.84,0.97,25.0,2
u1690,q1690,0.31,0.37,0.23,0.37,0.5,144.0,2
u7901,q7901,0.59,0.63,0.68,0.68,0.88,84.0,3
u9242,q9242,0.81,0.91,0.92,0.86,0.99,26.0,2
u2095,q2095,0.42,0.5,0.28,0.41,0.48,140.0,1
u3876,q3876,0.65,0.76,0.56,0.37,0.94,65.0,1
u7613,q7613,0.76,0.66,0.84,0.58,0.9,53.0,3
u6171,q6171,0.44,0.51,0.51,0.95,0.91,85.0,2
u5630,q5630,0.61,0.64,0.67,0.74,1.0,55.0,2
u308,q308,0.29,0.34,0.35,0.53,0.67,141.0,1
u5602,q5602,0.65,0.62,0.77,0.51,0.75,58.0,2
u2160,q2160,0.32,0.46,0.13,0.29,0.96,140.0,2
u8936,q8936,0.9,0.96,0.94,0.91,0.99,27.0,2
u7848,q7848,0.58,0.76,0.47,0.8,0.97,83.0,2
u8616,q8616,0.78,0.84,0.85,0.78,1.0,59.0,2
u9267,q9267,0.88,0.92,0.82,0.87,1.0,44.0,2
u6045,q6045,0.7,0.87,0.58,0.75,0.77,71.0,2
u1066,q1066,0.33,0.29,0.21,0.26,0.59,148.0,1
u9840,q9840,0.91,0.97,0.8,0.9,0.92,58.0,3
u6966,q6966,0.72,0.65,0.83,0.67,0.74,41.0,3
u4163,q4163,0.75,0.73,0.52,0.55,0.87,65.0,2
u1215,q1215,0.39,0.37,0.31,0.4,0.22,124.0,2
u2727,q2727,0.31,0.5,0.0,0.87,0.71,23.0,2
u7464,q7464,0.74,0.73,0.75,0.63,0.72,30.0,1
u6376,q6376,0.75,0.73,0.7,0.69,0.74,56.0,2
u3826,q3826,0.71,0.75,0.79,0.54,0.68,96.0,2
u1224,q1224,0.4,0.44,0.48,0.87,0.69,144.0,1
u9005,q9005,0.82,0.83,0.81,0.84,0.98,34.0,2
u93,q93,0.21,0.33,0.29,0.38,0.37,141.0,2
u5551,q5551,0.52,0.57,0.62,0.78,0.79,82.0,3
u1160,q1160,0.32,0.37,0.31,0.34,0.84,33.0,1
u9406,q9406,0.78,0.8,0.87,0.87,1.0,12.0,2
u1351,q1351,0.13,0.28,0.0,0.26,0.63,19.0,1
u8279,q8279,0.83,0.83,0.86,0.9,0.95,35.0,3
u3294,q3294,0.7,0.79,0.66,0.66,0.83,60.0,2
u3468,q3468,0.8,0.89,0.75,0.69,0.92,57.0,2
u7024,q7024,0.69,0.59,0.76,0.55,0.85,42.0,2
u6771,q6771,0.66,0.76,0.54,0.7,0.87,49.0,3
u1767,q1767,0.47,0.62,0.12,0.79,0.0,142.0,1
u801,q801,0.44,0.49,0.09,0.26,0.79,29.0,1
u2713,q2713,0.46,0.45,0.43,0.22,0.83,30.0,1
u9219,q9219,0.98,0.89,1.0,0.84,0.96,50.0,2
u9277,q9277,0.95,0.93,0.82,0.9,0.99,75.0,2
u4962,q4962,0.64,0.59,0.69,0.71,0.88,69.0,2
u3998,q3998,0.65,0.74,0.47,0.76,0.91,46.0,1
u969,q969,0.47,0.4,0.6,0.39,0.61,136.0,1
u434,q434,0.31,0.47,0.29,0.2,0.47,29.0,1
u5893,q5893,0.8,0.74,0.82,0.65,0.71,61.0,2
u9204,q9204,0.77,0.9,0.73,0.76,0.93,27.0,3
u7316,q7316,0.72,0.91,0.42,0.65,0.68,60.0,2
u5191,q5191,0.67,0.62,0.76,0.83,1.0,55.0,2
u5887,q5887,0.58,0.7,0.61,0.69,0.96,49.0,2
u4303,q4303,0.6,0.68,0.49,0.66,0.87,48.0,3
u8727,q8727,0.93,0.91,1.0,0.75,0.99,47.0,2
u4642,q4642,0.64,0.7,0.71,0.66,0.95,49.0,1
u5225,q5225,0.71,0.78,0.55,0.64,0.88,67.0,3
u4208,q4208,0.65,0.63,0.72,0.57,0.92,67.0,2
u7133,q7133,0.62,0.67,0.54,0.81,0.79,75.0,3
u1518,q1518,0.41,0.46,0.35,0.36,0.85,21.0,1
u7333,q7333,0.75,0.79,0.51,0.72,0.88,48.0,1
u7021,q7021,0.57,0.63,0.59,0.72,0.9,55.0,2
u6409,q6409,0.49,0.67,0.39,0.62,0.83,43.0,1
u2817,q2817,0.42,0.45,0.18,0.36,0.78,127.0,1
u1649,q1649,0.4,0.52,0.06,0.25,0.53,124.0,1
u9519,q9519,0.86,0.97,0.82,0.86,0.93,35.0,2
u6936,q6936,0.68,0.68,0.75,0.73,0.93,57.0,1
u4929,q4929,0.56,0.58,0.6,0.46,0.85,71.0,2
u9024,q9024,0.86,0.85,0.83,0.87,0.98,48.0,3
u5207,q5207,0.7,0.75,0.75,0.54,0.92,73.0,2
u5102,q5102,0.69,0.65,0.57,0.77,0.88,48.0,2
u2555,q2555,0.31,0.31,0.29,0.54,0.69,123.0,1
u3434,q3434,0.52,0.61,0.49,0.47,0.74,37.0,3
u4434,q4434,0.72,0.79,0.56,0.66,0.85,67.0,2
u7435,q7435,0.66,0.8,0.58,0.7,0.88,43.0,3
u5246,q5246,0.65,0.66,0.59,0.54,0.88,64.0,1
u9636,q9636,0.96,0.88,0.95,0.83,0.98,28.0,2
u4382,q4382,0.87,0.8,0.64,0.48,0.76,39.0,1
u3,q3,0.36,0.46,0.24,0.26,0.7,22.0,1
u1578,q1578,0.58,0.52,0.57,0.4,0.5,18.0,2
u3721,q3721,0.65,0.7,0.68,0.84,0.95,71.0,3
u8611,q8611,0.95,0.94,0.9,0.88,1.0,27.0,3
u5115,q5115,0.63,0.68,0.62,0.49,0.85,60.0,2
u3231,q3231,0.55,0.59,0.53,0.65,0.82,69.0,2
u9966,q9966,0.9,0.92,0.9,0.74,0.96,45.0,3
u8457,q8457,0.83,0.79,0.91,0.88,1.0,46.0,3
u1502,q1502,0.22,0.34,0.1,0.42,0.87,119.0,1
u4261,q4261,0.63,0.73,0.48,0.68,0.76,75.0,3
u9699,q9699,0.97,0.89,0.84,0.85,1.0,36.0,3
u973,q973,0.39,0.48,0.35,0.69,0.77,148.0,1
u2905,q2905,0.2,0.25,0.17,0.34,0.55,23.0,2
u8964,q8964,0.88,0.86,0.87,0.86,0.98,41.0,3
u8320,q8320,0.86,0.84,0.88,0.89,0.96,48.0,2
u7512,q7512,0.75,0.75,0.76,0.53,0.89,30.0,2
u8491,q8491,0.85,0.85,0.88,0.81,0.97,52.0,3
u3909,q3909,0.66,0.6,0.81,0.7,0.98,46.0,3
u6217,q6217,0.76,0.7,0.73,0.77,0.78,75.0,2
u574,q574,0.33,0.38,0.33,0.33,0.05,31.0,1
u3308,q3308,0.69,0.61,0.67,0.52,0.88,68.0,2
u161,q161,0.31,0.3,0.21,0.42,0.49,24.0,2
u2758,q2758,0.35,0.32,0.25,0.44,0.95,136.0,2
u8788,q8788,0.82,0.85,0.79,0.89,0.99,35.0,3
u9726,q9726,0.88,0.89,0.82,0.91,0.95,31.0,2
u8483,q8483,0.99,1.0,1.0,0.9,0.99,58.0,2
u4527,q4527,0.74,0.75,0.54,0.73,0.95,55.0,1
u147,q147,0.21,0.28,0.19,0.41,0.55,28.0,1
u230,q230,0.43,0.47,0.29,0.31,0.6,135.0,1
u8690,q8690,0.94,0.85,1.0,0.77,0.99,47.0,3
u110,q110,0.25,0.39,0.02,0.29,0.68,133.0,1
u8253,q8253,0.94,0.97,1.0,0.87,0.97,59.0,3
u5633,q5633,0.54,0.68,0.63,0.82,0.9,55.0,2
u2715,q2715,0.45,0.44,0.36,0.57,0.72,136.0,1
u2496,q2496,0.36,0.48,0.11,0.51,0.59,132.0,1
u1744,q1744,0.44,0.52,0.36,0.49,0.52,115.0,1
u7822,q7822,0.53,0.68,0.47,0.54,0.83,46.0,2
u6578,q6578,0.67,0.75,0.61,0.55,0.83,89.0,3
u3868,q3868,0.64,0.54,0.64,0.44,0.68,65.0,1
u2725,q2725,0.46,0.6,0.23,0.38,0.89,27.0,2
u3264,q3264,0.69,0.63,0.67,0.81,0.81,86.0,2
u8992,q8992,0.79,0.91,0.82,0.91,1.0,41.0,3
u159,q159,0.36,0.28,0.5,0.41,0.88,126.0,1
u3232,q3232,0.66,0.71,0.5,0.5,0.88,52.0,1
u9484,q9484,0.84,0.87,0.72,0.89,0.97,51.0,3
u4240,q4240,0.58,0.73,0.43,0.83,0.79,82.0,2
u5843,q5843,0.69,0.69,0.73,0.66,0.69,67.0,2
u7944,q7944,0.59,0.72,0.33,0.72,0.97,41.0,2
u6851,q6851,0.68,0.62,0.7,0.58,0.88,38.0,3
u734,q734,0.34,0.23,0.32,0.3,0.35,110.0,1
u9908,q9908,0.88,0.8,0.86,0.8,0.97,32.0,3
u3783,q3783,0.81,0.91,0.52,0.59,0.89,67.0,2
u589,q589,0.58,0.48,0.49,0.27,0.19,27.0,2
u3806,q3806,0.66,0.72,0.62,0.5,1.0,52.0,1
u3862,q3862,0.55,0.65,0.52,0.6,0.94,72.0,2
u1953,q1953,0.36,0.31,0.42,0.36,0.77,24.0,1
u9332,q9332,0.74,0.78,0.79,0.92,0.98,46.0,3
u9709,q9709,0.86,0.87,0.91,0.93,0.93,36.0,3
u9920,q9920,0.84,0.82,0.81,0.91,0.99,33.0,3
u8067,q8067,0.75,0.83,0.86,0.8,0.96,54.0,3
u5708,q5708,0.49,0.54,0.55,0.64,0.59,63.0,2
u7275,q7275,0.67,0.7,0.73,0.61,0.72,54.0,2
u2666,q2666,0.18,0.26,0.08,0.53,0.45,23.0,1
u198,q198,0.3,0.42,0.02,0.33,0.88,160.0,1
u2923,q2923,0.27,0.38,0.4,0.24,0.63,28.0,1
u6707,q6707,0.7,0.79,0.6,0.48,0.93,56.0,1
u3421,q3421,0.71,0.72,0.69,0.71,0.92,71.0,1
u3192,q3192,0.63,0.63,0.51,0.35,0.85,50.0,2
u3111,q3111,0.79,0.93,0.52,0.75,0.92,77.0,2
u1387,q1387,0.36,0.53,0.2,0.35,0.35,17.0,1
u24,q24,0.31,0.26,0.47,0.36,0.78,173.0,2
u2718,q2718,0.39,0.49,0.26,0.42,0.45,30.0,1
u5430,q5430,0.79,0.67,0.8,0.72,0.95,80.0,2
u2594,q2594,0.43,0.41,0.36,0.42,0.86,98.0,1
u9647,q9647,0.84,0.87,0.85,0.78,0.99,34.0,3
u3569,q3569,0.74,0.71,0.77,0.78,0.84,59.0,3
u119,q119,0.42,0.51,0.46,0.48,0.58,28.0,1
u2101,q2101,0.42,0.44,0.45,0.04,0.67,22.0,1
u5934,q5934,0.74,0.83,0.46,0.66,0.91,32.0,2
u8277,q8277,0.88,0.95,0.88,0.84,0.96,47.0,3
u3240,q3240,0.61,0.68,0.7,0.81,0.83,82.0,2
u3578,q3578,0.71,0.78,0.59,0.5,0.87,53.0,2
u3024,q3024,0.69,0.72,0.72,0.63,0.94,44.0,1
u3706,q3706,0.66,0.67,0.58,0.79,1.0,55.0,2
u3881,q3881,0.55,0.53,0.53,0.8,0.87,55.0,2
u9773,q9773,0.93,0.9,0.9,0.86,1.0,31.0,3
u8598,q8598,0.87,0.83,0.75,0.95,1.0,63.0,3
u9149,q9149,0.82,0.91,0.68,0.94,1.0,31.0,3
u9624,q9624,0.88,0.89,0.76,0.79,0.95,29.0,2
u4672,q4672,0.6,0.7,0.43,0.53,0.83,56.0,2
u8249,q8249,1.0,0.97,0.89,0.84,0.95,43.0,3
u4907,q4907,0.81,0.75,0.63,0.58,0.83,67.0,2
u9293,q9293,0.97,0.97,0.9,0.81,0.97,28.0,3
u4623,q4623,0.71,0.8,0.67,0.56,0.63,78.0,3
u1627,q1627,0.35,0.36,0.2,0.57,0.86,25.0,1
u1384,q1384,0.3,0.34,0.33,0.28,0.62,126.0,1
u2035,q2035,0.46,0.51,0.41,0.35,0.42,22.0,1
u3948,q3948,0.72,0.7,0.76,0.78,1.0,45.0,3
u3877,q3877,0.67,0.73,0.79,0.67,0.89,57.0,2
u9735,q9735,0.89,0.87,0.97,0.96,0.99,47.0,3
u4150,q4150,0.55,0.69,0.45,0.6,0.99,54.0,2
u283,q283,0.33,0.56,0.0,0.54,0.43,29.0,1
u1341,q1341,0.38,0.42,0.44,0.31,0.51,140.0,1
u7397,q7397,0.59,0.52,0.67,0.6,0.81,44.0,2
u9116,q9116,0.93,0.93,0.84,0.89,0.99,39.0,3
u5989,q5989,0.81,0.87,0.7,0.63,0.81,53.0,2
u5782,q5782,0.73,0.76,0.61,0.67,0.83,52.0,2
u2001,q2001,0.27,0.33,0.24,0.4,0.36,22.0,1
u8119,q8119,0.92,0.89,0.93,0.91,0.98,42.0,2
u4549,q4549,0.68,0.6,0.71,0.85,1.0,65.0,2
u4739,q4739,0.87,0.69,1.0,0.76,0.79,43.0,2
u9421,q9421,0.99,0.97,0.78,0.84,0.95,31.0,3
u6557,q6557,0.64,0.59,0.73,0.65,0.67,41.0,2
u2184,q2184,0.51,0.54,0.36,0.42,0.52,118.0,1
u3040,q3040,0.64,0.86,0.2,0.55,0.99,73.0,2
u9399,q9399,0.94,0.97,0.77,0.89,0.99,51.0,2
u6546,q6546,0.65,0.72,0.62,0.71,1.0,66.0,2
u9123,q9123,0.81,0.88,0.88,0.79,0.98,30.0,3
u1138,q1138,0.38,0.28,0.35,0.31,0.23,26.0,1
u4819,q4819,0.66,0.69,0.66,0.58,0.51,57.0,2
u7449,q7449,0.58,0.66,0.55,0.69,0.89,50.0,2
u4266,q4266,0.66,0.82,0.63,0.62,0.82,49.0,3
u2165,q2165,0.52,0.56,0.42,0.13,1.0,102.0,1
u7577,q7577,0.55,0.67,0.38,0.77,0.77,50.0,2
u1439,q1439,0.43,0.45,0.25,0.17,0.92,167.0,2
u3113,q3113,0.5,0.56,0.51,0.74,0.92,50.0,2
u2712,q2712,0.33,0.55,0.14,0.33,0.61,140.0,1
u7181,q7181,0.7,0.68,0.72,0.61,1.0,48.0,2
u8477,q8477,0.85,0.87,0.8,0.83,0.98,45.0,3
u9373,q9373,0.97,0.92,0.82,0.9,0.99,44.0,3
u1989,q1989,0.4,0.34,0.33,0.45,0.72,126.0,1
u3449,q3449,0.69,0.69,0.6,0.84,1.0,59.0,2
u7543,q7543,0.62,0.72,0.61,0.71,0.91,77.0,2
u1688,q1688,0.3,0.42,0.16,0.48,0.55,141.0,1
u8068,q8068,0.95,1.0,0.85,0.78,0.98,50.0,2
u266,q266,0.45,0.28,0.59,0.42,0.73,114.0,1
u4368,q4368,0.79,0.68,0.8,0.72,0.78,65.0,2
u9601,q9601,0.76,0.83,0.82,0.82,0.97,42.0,2
u1090,q1090,0.2,0.38,0.24,0.53,0.9,20.0,1
